EntityID,ModelType,StartingResources,GrowthRate,Efficiency,InnovationFactor,MarketAdaptability,CompetitivePressure,SurvivalTime,ShocksExperienced,FinalResourceBalance,InvestmentReturn,PolicyImpact,RollingVolatility,BaseRiskExposure,WeightedRiskExposure,SustainabilityScore,ReinforcementSignal,RiskManagementScore,AdaptationIndex,ResourceVolatilityIndex,RelativeAdaptationIndex
FOM_05204,FOM,13880,0.0204,0.9065,0.9643,0.9266,0.8943,113,3,0,403.24,-39.24,1.9419,0.0019,0.0056,0.5122,0.5066,25.6086,0.8935,1.0,2.3764
FOM_05205,FOM,16115,0.0366,0.8007,0.2279,0.5916,1.0148,50,1,0,151.32,57.67,1.8948,0.0073,0.0211,0.2002,0.1791,20.0167,0.1348,1.0,0.3585
FOM_05206,FOM,14561,0.0112,0.9477,0.9264,0.8299,0.6098,200,6,1.61,1866.75,-315.41,1.8717,0.0006,0.0017,0.9477,0.946,27.0779,0.7688,0.9999,2.0447
FOM_05207,FOM,14471,0.0364,0.8969,0.2091,0.9274,1.3099,117,4,0,5.14,353.9,1.7994,0.0037,0.0105,0.5247,0.5142,20.9885,0.1939,1.0,0.5157
FOM_05208,FOM,13270,0.0105,0.9231,0.7655,0.9201,0.6975,117,4,0,82.56,-21.31,1.8989,0.0008,0.0023,0.54,0.5377,21.5998,0.7043,1.0,1.8732
FOM_05209,FOM,17213,0.0319,0.8927,0.3917,0.95,0.907,117,4,0,1546.84,545.74,1.9314,0.0034,0.01,0.5222,0.5122,20.8887,0.3721,1.0,0.9897
FOM_05210,FOM,12630,0.0201,0.8418,0.1089,0.9294,1.2753,64,2,0,619.02,144.02,1.8885,0.0032,0.0092,0.2694,0.2602,17.9587,0.1012,1.0,0.2692
FOM_05211,FOM,13167,0.024,0.9305,0.6026,0.8286,0.9481,168,5,0,1262.1,-471.35,1.9926,0.0017,0.005,0.7816,0.7766,26.0535,0.4993,1.0,1.328
FOM_05212,FOM,17963,0.0351,0.9048,0.8156,0.9067,1.4877,144,4,0,598.25,-219.25,1.9803,0.0033,0.01,0.6514,0.6415,26.0571,0.7395,1.0,1.9668
FOM_05213,FOM,13001,0.0333,0.881,0.7185,0.7742,0.8583,85,3,0,406.23,-101.69,1.7069,0.004,0.0107,0.3744,0.3637,18.7205,0.5562,1.0,1.4793
FOM_05214,FOM,16859,0.0368,0.9229,0.48,0.8452,1.2274,170,5,0,1273.51,188.06,1.8367,0.0028,0.0081,0.7844,0.7764,26.1476,0.4057,1.0,1.079
FOM_05215,FOM,16635,0.0233,0.9082,0.4781,0.7838,1.2818,118,4,0,420.6,-128.61,1.8443,0.0021,0.0061,0.5358,0.5297,21.4324,0.3747,1.0,0.9966
FOM_05216,FOM,16273,0.0254,0.9265,0.9842,0.658,1.3534,179,5,0,652.14,207.36,1.9759,0.0019,0.0056,0.8293,0.8237,27.642,0.6476,1.0,1.7224
FOM_05217,FOM,13299,0.0163,0.92,0.997,0.8788,1.1109,130,4,0,87.97,-90.0,1.952,0.0013,0.0038,0.598,0.5942,23.9208,0.8762,1.0,2.3304
FOM_05218,FOM,16740,0.0171,0.8315,0.2663,0.6376,1.1674,58,1,0,120.81,564.11,1.9378,0.0029,0.0084,0.2411,0.2327,24.1131,0.1698,1.0,0.4516
FOM_05219,FOM,13420,0.0331,0.8927,0.3965,0.6472,1.1249,114,3,0,1117.52,146.58,2.0328,0.0036,0.0108,0.5089,0.4981,25.443,0.2566,1.0,0.6825
FOM_05220,FOM,17154,0.0338,0.9051,0.3656,0.9806,1.1196,139,4,0,872.32,-70.51,1.9162,0.0032,0.0094,0.629,0.6197,25.1614,0.3585,1.0,0.9535
FOM_05221,FOM,14197,0.0193,0.8738,0.1254,0.5061,1.2046,76,2,0,1144.88,-188.95,1.8543,0.0024,0.007,0.332,0.3251,22.1351,0.0635,1.0,0.1689
FOM_05222,FOM,13101,0.0103,0.8087,0.0529,0.8176,1.2557,44,1,0,14.33,-5.18,1.8706,0.002,0.0057,0.1779,0.1722,17.7916,0.0432,1.0,0.1149
FOM_05223,FOM,17687,0.0387,0.8692,0.6461,0.5305,0.8922,91,3,0,392.65,0.06,1.8683,0.0051,0.0145,0.3955,0.381,19.7745,0.3428,1.0,0.9117
FOM_05224,FOM,14385,0.0269,0.8443,0.2521,0.6978,0.8052,64,2,0,199.89,-141.04,1.9111,0.0042,0.0122,0.2702,0.258,18.0127,0.1759,1.0,0.4678
FOM_05225,FOM,15495,0.0111,0.9161,0.2088,0.9127,1.2204,113,3,0,36.26,-898.45,1.8789,0.0009,0.0027,0.5176,0.5149,25.8809,0.1906,1.0,0.5069
FOM_05226,FOM,16462,0.0154,0.8738,0.721,0.764,0.8616,77,2,0,514.91,220.4,1.8771,0.0019,0.0056,0.3364,0.3308,22.4274,0.5508,1.0,1.4649
FOM_05227,FOM,17145,0.0272,0.8385,0.3441,0.773,0.8495,64,2,0,254.16,-567.23,1.8915,0.0044,0.0127,0.2683,0.2557,17.8889,0.266,1.0,0.7075
FOM_05228,FOM,14856,0.0279,0.8438,0.3315,0.9443,0.6643,64,2,0,29.85,421.37,1.8451,0.0044,0.0124,0.27,0.2576,18.0016,0.3131,1.0,0.8327
FOM_05229,FOM,12477,0.0322,0.8145,0.7285,0.8013,0.6513,54,1,0,0.0,-14.84,1.8582,0.006,0.0171,0.2199,0.2029,21.9927,0.5838,1.0,1.5527
FOM_05230,FOM,15432,0.0232,0.8482,0.9912,0.7943,0.9637,70,2,0,158.06,-0.93,1.9409,0.0035,0.0104,0.2969,0.2865,19.7916,0.7873,1.0,2.0939
FOM_05231,FOM,13473,0.0184,0.8278,0.1601,0.7324,1.2371,52,1,0,222.62,-281.35,1.8504,0.0032,0.009,0.2152,0.2062,21.5225,0.1172,1.0,0.3117
FOM_05232,FOM,15982,0.0312,0.8335,0.944,0.6274,1.3495,64,2,0,268.62,-68.71,1.9052,0.0052,0.0151,0.2667,0.2516,17.7823,0.5923,1.0,1.5753
FOM_05233,FOM,13564,0.0315,0.8592,0.1535,0.7112,1.1043,73,2,0,379.87,-5.81,1.9161,0.0044,0.013,0.3136,0.3007,20.9079,0.1092,1.0,0.2904
FOM_05234,FOM,12097,0.0323,0.9035,0.2218,0.8703,1.0549,115,3,0,26.61,640.3,1.783,0.0031,0.0087,0.5195,0.5108,25.9743,0.193,1.0,0.5133
FOM_05235,FOM,17823,0.0102,0.8224,0.5244,0.8653,0.6018,54,1,0,105.08,76.75,1.8986,0.0018,0.0052,0.222,0.2168,22.2041,0.4538,1.0,1.207
FOM_05236,FOM,15972,0.0235,0.9278,0.0115,0.7968,0.9644,153,5,0,793.24,416.53,1.89,0.0017,0.0049,0.7097,0.7048,23.6581,0.0091,1.0,0.0242
FOM_05237,FOM,14774,0.0141,0.8764,0.7674,0.539,1.3255,78,2,0,431.95,-218.88,1.8821,0.0017,0.005,0.3418,0.3368,22.786,0.4136,1.0,1.1
FOM_05238,FOM,15053,0.0121,0.8925,0.0197,0.879,1.086,88,3,0,802.44,185.33,1.8014,0.0013,0.0036,0.3927,0.3891,19.6359,0.0173,1.0,0.046
FOM_05239,FOM,14824,0.016,0.8811,0.0486,0.6379,1.2098,75,2,0,139.22,291.85,1.815,0.0019,0.0053,0.3304,0.3251,22.0284,0.031,1.0,0.0824
FOM_05240,FOM,12116,0.0116,0.8649,0.0842,0.5298,1.4981,71,2,0,50.46,19.35,1.9379,0.0016,0.0046,0.307,0.3024,20.4685,0.0446,1.0,0.1186
FOM_05241,FOM,17046,0.0264,0.8386,0.0765,0.7023,1.1466,64,2,0,13.07,145.17,1.9287,0.0043,0.0125,0.2683,0.2559,17.8894,0.0537,1.0,0.1428
FOM_05242,FOM,12445,0.0398,0.882,0.0455,0.8078,0.6079,98,3,0,70.37,-60.7,1.9114,0.0047,0.0137,0.4322,0.4185,21.6096,0.0368,1.0,0.0979
FOM_05243,FOM,13316,0.0357,0.8318,0.4782,0.7522,1.4005,64,2,0,64.95,376.13,1.8679,0.006,0.0172,0.2662,0.2489,17.7445,0.3597,1.0,0.9567
FOM_05244,FOM,15552,0.0337,0.865,0.3692,0.7019,0.8381,81,2,0,32.57,-26.12,1.9125,0.0046,0.0133,0.3503,0.3371,23.3559,0.2592,1.0,0.6894
FOM_05245,FOM,16447,0.0385,0.9152,0.5253,0.8997,1.1084,156,5,0,12.3,337.92,1.9499,0.0033,0.0096,0.7138,0.7042,23.7946,0.4726,1.0,1.257
FOM_05246,FOM,17852,0.0192,0.8861,0.912,0.772,1.4946,89,3,0,114.83,1304.21,1.909,0.0022,0.0063,0.3943,0.388,19.7152,0.7041,1.0,1.8727
FOM_05247,FOM,17064,0.0292,0.8669,0.8991,0.9057,1.2618,85,3,0,605.13,136.19,1.8905,0.0039,0.0112,0.3684,0.3572,18.422,0.8143,1.0,2.1658
FOM_05248,FOM,12601,0.0279,0.8864,0.8633,0.5186,1.3787,96,3,0,205.22,303.03,1.8689,0.0032,0.0091,0.4255,0.4164,21.2742,0.4477,1.0,1.1907
FOM_05249,FOM,16444,0.0282,0.8413,0.2697,0.7529,0.8373,64,2,0,77.48,-206.61,1.9487,0.0045,0.0132,0.2692,0.256,17.9478,0.2031,1.0,0.5402
FOM_05250,FOM,14576,0.0371,0.8075,0.5699,0.7485,0.9507,53,1,0,393.63,-18.88,1.8963,0.0071,0.0207,0.214,0.1933,21.3976,0.4266,1.0,1.1346
FOM_05251,FOM,12190,0.0172,0.8786,0.3869,0.5642,0.7699,80,2,0,388.5,-395.54,1.8637,0.0021,0.006,0.3514,0.3454,23.4294,0.2183,1.0,0.5806
FOM_05252,FOM,17018,0.0343,0.868,0.3707,0.8908,1.2008,85,3,0,170.92,465.26,1.8755,0.0045,0.013,0.3689,0.3559,18.4456,0.3302,1.0,0.8782
FOM_05253,FOM,16330,0.0115,0.8806,0.7211,0.5845,0.8425,83,2,0,22.29,200.67,1.917,0.0014,0.004,0.3655,0.3615,24.3638,0.4215,1.0,1.121
FOM_05254,FOM,12831,0.0391,0.8099,0.7111,0.6066,0.5654,59,1,0,846.01,-460.65,1.8774,0.0074,0.0214,0.2389,0.2175,23.8928,0.4313,1.0,1.1471
FOM_05255,FOM,15346,0.0207,0.8337,0.775,0.9386,0.7707,61,1,0,147.14,-3.41,1.9235,0.0034,0.0101,0.2543,0.2442,25.4286,0.7274,1.0,1.9346
FOM_05256,FOM,16169,0.0347,0.8509,0.0992,0.5335,1.2448,70,2,0,104.28,-72.79,1.8668,0.0052,0.0148,0.2978,0.283,19.8542,0.0529,1.0,0.1407
FOM_05257,FOM,14968,0.0201,0.8819,0.6245,0.809,1.1635,85,3,0,1356.21,-208.2,1.8289,0.0024,0.0067,0.3748,0.3681,18.7403,0.5053,1.0,1.3439
FOM_05258,FOM,17575,0.0398,0.8114,0.8602,0.97,1.286,60,1,0,579.61,551.91,1.8988,0.0075,0.0218,0.2434,0.2216,24.3412,0.8344,1.0,2.2192
FOM_05259,FOM,13843,0.0347,0.8148,0.4889,0.5057,1.4798,55,1,0,593.03,7.92,1.8806,0.0064,0.0185,0.2241,0.2055,22.4073,0.2472,1.0,0.6575
FOM_05260,FOM,13101,0.0299,0.9096,0.3792,0.6253,1.4558,128,4,0,148.26,-127.75,1.94,0.0027,0.008,0.5821,0.5742,23.286,0.2371,1.0,0.6306
FOM_05261,FOM,15300,0.0279,0.9393,0.3837,0.5093,0.6171,200,6,3.65,73.43,-498.09,1.8387,0.0017,0.0048,0.9393,0.9345,26.8385,0.1954,0.9998,0.5197
FOM_05262,FOM,17237,0.037,0.9068,0.4025,0.7549,0.9669,145,5,0,653.99,-55.88,1.8464,0.0034,0.0098,0.6575,0.6476,21.9151,0.3038,1.0,0.808
FOM_05263,FOM,14148,0.0195,0.8439,0.9327,0.726,0.9629,64,2,0,216.48,-608.95,1.9442,0.003,0.009,0.2701,0.2611,18.0035,0.6771,1.0,1.8009
FOM_05264,FOM,17037,0.0362,0.9372,0.1156,0.859,1.1087,200,6,5.76,788.95,666.53,1.7158,0.0023,0.0062,0.9372,0.931,26.7767,0.0993,0.9997,0.2641
FOM_05265,FOM,16921,0.0399,0.8533,0.3313,0.7119,1.3138,83,2,0,246.17,152.06,1.8829,0.0059,0.0169,0.3541,0.3372,23.6077,0.2358,1.0,0.6271
FOM_05266,FOM,17357,0.0385,0.8587,0.758,0.7836,1.0196,80,2,0,222.29,663.96,1.8621,0.0054,0.0156,0.3435,0.3279,22.8976,0.5939,1.0,1.5796
FOM_05267,FOM,13768,0.0362,0.9045,0.0211,0.6635,1.1084,128,4,0,115.84,-329.18,1.998,0.0035,0.0104,0.5789,0.5685,23.1552,0.014,1.0,0.0372
FOM_05268,FOM,16839,0.0317,0.8771,0.3854,0.5967,0.6994,88,3,0,955.57,182.97,1.751,0.0039,0.0107,0.3859,0.3752,19.2963,0.23,1.0,0.6117
FOM_05269,FOM,14588,0.0157,0.8569,0.0199,0.903,1.4139,66,2,0,106.22,22.04,1.8381,0.0022,0.0064,0.2828,0.2764,18.8517,0.0179,1.0,0.0476
FOM_05270,FOM,12549,0.0371,0.8105,0.2391,0.8248,1.0919,52,1,0,5.08,135.22,1.8686,0.007,0.0202,0.2107,0.1906,21.074,0.1972,1.0,0.5245
FOM_05271,FOM,16380,0.0315,0.9003,0.9184,0.9297,0.7712,117,4,0,499.1,-827.95,1.9403,0.0031,0.0092,0.5267,0.5174,21.0665,0.8538,1.0,2.2708
FOM_05272,FOM,17172,0.0207,0.8728,0.7155,0.6246,1.0394,83,2,0,495.59,730.88,1.8796,0.0026,0.0076,0.3622,0.3547,24.148,0.4469,1.0,1.1886
FOM_05273,FOM,15478,0.0333,0.8016,0.5343,0.9295,1.4161,53,1,0,157.88,-52.99,1.9114,0.0066,0.0192,0.2124,0.1932,21.2433,0.4966,1.0,1.3208
FOM_05274,FOM,14334,0.0241,0.8564,0.9367,0.6062,1.4758,71,2,0,1303.78,-379.04,1.8706,0.0035,0.0099,0.304,0.2941,20.2672,0.5678,1.0,1.5102
FOM_05275,FOM,15635,0.0385,0.822,0.9799,0.8543,0.5838,62,1,0,24.65,135.91,1.9424,0.0068,0.0202,0.2548,0.2347,25.4815,0.8372,1.0,2.2267
FOM_05276,FOM,14772,0.0365,0.8815,0.3172,0.8405,1.4769,99,3,0,9.5,335.71,1.8022,0.0043,0.0121,0.4363,0.4242,21.8166,0.2666,1.0,0.7091
FOM_05277,FOM,14235,0.0304,0.9306,0.0435,0.6816,1.3933,190,6,0,590.47,-123.03,1.8441,0.0021,0.006,0.8841,0.8781,25.2594,0.0297,1.0,0.079
FOM_05278,FOM,12601,0.0387,0.8287,0.7979,0.9125,1.1652,64,2,0,792.76,87.61,1.8315,0.0066,0.0188,0.2652,0.2464,17.6789,0.7281,1.0,1.9365
FOM_05279,FOM,16633,0.0174,0.9336,0.2618,0.6542,1.2732,158,5,0,289.61,-350.51,1.951,0.0012,0.0034,0.7375,0.7341,24.5841,0.1712,1.0,0.4553
FOM_05280,FOM,14301,0.0316,0.8872,0.3382,0.535,0.854,88,3,0,100.44,5.02,1.7035,0.0036,0.0096,0.3904,0.3808,19.5193,0.1809,1.0,0.4811
FOM_05281,FOM,14544,0.0343,0.9273,0.5512,0.9615,0.5744,200,6,1.03,482.74,-5.96,1.9583,0.0025,0.0074,0.9273,0.9199,26.4934,0.53,0.9999,1.4096
FOM_05282,FOM,12761,0.0124,0.8249,0.2296,0.7615,1.1631,52,1,0,11.83,60.09,1.9037,0.0022,0.0063,0.2145,0.2082,21.4472,0.1748,1.0,0.4649
FOM_05283,FOM,14700,0.0108,0.8292,0.5394,0.5276,0.6719,53,1,0,187.36,-266.91,1.8575,0.0019,0.0053,0.2197,0.2144,21.9728,0.2846,1.0,0.7569
FOM_05284,FOM,14311,0.0217,0.8463,0.0192,0.9463,1.4699,64,2,0,870.21,-32.64,1.8276,0.0033,0.0094,0.2708,0.2614,18.0542,0.0182,1.0,0.0484
FOM_05285,FOM,15288,0.0245,0.8327,0.1053,0.9989,1.0365,62,1,0,220.0,-75.57,1.951,0.0041,0.0121,0.2581,0.246,25.8122,0.1052,1.0,0.2798
FOM_05286,FOM,13916,0.0362,0.9496,0.1453,0.6597,1.0111,200,6,79.58,152.04,431.52,1.3283,0.0018,0.0042,0.9496,0.9454,27.1322,0.0958,0.9943,0.2548
FOM_05287,FOM,17503,0.0285,0.8744,0.4912,0.8393,1.4645,85,3,0,988.48,-339.28,1.7446,0.0036,0.0098,0.3716,0.3618,18.5816,0.4123,1.0,1.0966
FOM_05288,FOM,14373,0.0285,0.8854,0.9264,0.7024,1.1815,92,3,0,1042.82,-42.63,1.7553,0.0033,0.009,0.4073,0.3983,20.3633,0.6507,1.0,1.7306
FOM_05289,FOM,13711,0.0398,0.8983,0.8119,0.6209,0.8017,120,4,0,253.23,-266.16,1.8466,0.0041,0.0115,0.539,0.5274,21.5584,0.5041,1.0,1.3407
FOM_05290,FOM,16937,0.0108,0.909,0.5254,0.5651,1.3035,105,3,0,1100.67,-764.26,1.8431,0.001,0.0028,0.4772,0.4744,23.8617,0.2969,1.0,0.7897
FOM_05291,FOM,16211,0.0122,0.9065,0.3142,0.8244,1.1992,102,3,0,396.65,-119.67,1.9025,0.0011,0.0033,0.4623,0.459,23.1155,0.259,1.0,0.6888
FOM_05292,FOM,14292,0.0154,0.9167,0.4511,0.7252,1.0067,122,4,0,214.08,326.15,1.8273,0.0013,0.0036,0.5592,0.5556,22.368,0.3272,1.0,0.8702
FOM_05293,FOM,14342,0.0336,0.9219,0.6275,0.5207,1.3669,180,5,0,1459.55,359.84,1.877,0.0026,0.0075,0.8297,0.8222,27.6572,0.3267,1.0,0.8689
FOM_05294,FOM,15463,0.0114,0.8542,0.5595,0.9362,1.3125,64,2,0,274.89,63.62,1.9195,0.0017,0.0048,0.2733,0.2685,18.2231,0.5238,1.0,1.3931
FOM_05295,FOM,15280,0.0179,0.8048,0.7704,0.7735,1.4338,48,1,0,835.9,65.48,1.8318,0.0035,0.0099,0.1931,0.1832,19.3144,0.5959,1.0,1.5849
FOM_05296,FOM,13347,0.015,0.8435,0.7877,0.8904,0.702,63,1,0,0.19,-75.98,1.8724,0.0024,0.0068,0.2657,0.2589,26.5688,0.7013,1.0,1.8652
FOM_05297,FOM,14035,0.0139,0.9114,0.876,0.8715,1.0555,117,4,0,41.37,115.4,1.8892,0.0012,0.0036,0.5331,0.5296,21.3256,0.7635,1.0,2.0306
FOM_05298,FOM,17694,0.0316,0.873,0.2341,0.9515,1.4024,85,3,0,777.53,-20.09,1.8001,0.004,0.0112,0.371,0.3598,18.5521,0.2227,1.0,0.5923
FOM_05299,FOM,13956,0.0258,0.9408,0.837,0.5187,0.8625,200,6,1.87,1253.12,-601.92,1.7499,0.0015,0.0042,0.9408,0.9366,26.8797,0.4341,0.9999,1.1546
FOM_05300,FOM,13349,0.0346,0.8168,0.4372,0.8046,1.1692,57,1,0,14.83,-105.46,1.8669,0.0063,0.0182,0.2328,0.2146,23.2797,0.3518,1.0,0.9357
FOM_05301,FOM,15031,0.0154,0.823,0.9463,0.5492,0.9695,57,1,0,175.07,36.86,1.9776,0.0027,0.0081,0.2346,0.2265,23.4561,0.5197,1.0,1.3822
FOM_05302,FOM,17956,0.0309,0.8129,0.5613,0.6012,1.4244,55,1,0,1705.25,143.99,1.8804,0.0058,0.0167,0.2236,0.2069,22.3556,0.3375,1.0,0.8976
FOM_05303,FOM,15512,0.0212,0.9484,0.392,0.8825,0.9297,200,6,6.25,248.06,-75.68,1.9179,0.0011,0.0032,0.9484,0.9452,27.0977,0.346,0.9996,0.9202
FOM_05304,FOM,13164,0.0261,0.8716,0.9241,0.5949,1.453,83,2,0,169.21,-63.45,1.9043,0.0034,0.0097,0.3617,0.352,24.1144,0.5497,1.0,1.462
FOM_05305,FOM,12178,0.0319,0.8744,0.2126,0.7655,0.8643,87,3,0,1017.95,930.81,1.7087,0.004,0.0109,0.3804,0.3695,19.0175,0.1627,1.0,0.4327
FOM_05306,FOM,16036,0.0398,0.9487,0.155,0.9161,0.6044,200,6,190.92,3300.04,497.77,1.0158,0.002,0.0041,0.9487,0.9446,27.1071,0.142,0.9881,0.3777
FOM_05307,FOM,16387,0.0186,0.8746,0.5358,0.6807,1.0309,77,2,0,0.44,39.34,1.8679,0.0023,0.0067,0.3367,0.33,22.4489,0.3647,1.0,0.97
FOM_05308,FOM,17647,0.0227,0.8266,0.112,0.5379,1.3089,56,1,0,46.54,300.48,1.9174,0.0039,0.0115,0.2315,0.2199,23.1452,0.0602,1.0,0.1601
FOM_05309,FOM,13939,0.0392,0.8861,0.0775,0.8211,1.1701,104,3,0,719.46,-28.63,1.8791,0.0045,0.0129,0.4608,0.4479,23.038,0.0636,1.0,0.1692
FOM_05310,FOM,15811,0.0254,0.8125,0.8325,0.8702,0.8114,52,1,0,0.24,-37.42,1.9526,0.0048,0.0141,0.2112,0.1972,21.1241,0.7244,1.0,1.9267
FOM_05311,FOM,17618,0.018,0.9473,0.5299,0.63,1.3498,200,6,2.34,834.43,163.8,1.7133,0.0009,0.0026,0.9473,0.9448,27.0667,0.3339,0.9999,0.8881
FOM_05312,FOM,16917,0.0374,0.8622,0.762,0.7314,0.5503,84,2,0,169.47,233.46,1.9031,0.0051,0.015,0.3621,0.3472,24.1417,0.5574,1.0,1.4825
FOM_05313,FOM,14367,0.0154,0.8946,0.2338,0.6618,1.3203,86,3,0,270.37,253.03,1.929,0.0016,0.0048,0.3847,0.3799,19.2334,0.1548,1.0,0.4117
FOM_05314,FOM,13714,0.0131,0.8063,0.4058,0.994,0.5413,45,1,0,0.53,-127.7,1.8678,0.0025,0.0073,0.1814,0.1741,18.1409,0.4034,1.0,1.0729
FOM_05315,FOM,13284,0.0302,0.8798,0.5844,0.7857,1.2634,89,3,0,166.58,-438.76,1.8903,0.0036,0.0105,0.3915,0.381,19.5759,0.4592,1.0,1.2213
FOM_05316,FOM,14336,0.033,0.9193,0.7572,0.6523,0.9087,159,5,0,306.81,77.35,1.8223,0.0027,0.0075,0.7309,0.7233,24.3617,0.4939,1.0,1.3136
FOM_05317,FOM,16180,0.0117,0.9253,0.4859,0.608,1.4742,137,4,0,184.17,-369.15,1.9963,0.0009,0.0026,0.6338,0.6312,25.3538,0.2954,1.0,0.7857
FOM_05318,FOM,12564,0.0307,0.8585,0.8605,0.7913,0.5499,75,2,0,121.61,213.44,1.901,0.0043,0.0126,0.3219,0.3093,21.4623,0.6809,1.0,1.811
FOM_05319,FOM,15233,0.0117,0.8601,0.3514,0.7004,1.0058,64,2,0,699.95,420.57,1.8272,0.0016,0.0046,0.2752,0.2706,18.3494,0.2461,1.0,0.6545
FOM_05320,FOM,17465,0.0117,0.8559,0.7809,0.7913,1.1975,65,2,0,390.8,118.8,1.8875,0.0017,0.0049,0.2782,0.2733,18.5435,0.6179,1.0,1.6434
FOM_05321,FOM,14190,0.0379,0.8642,0.891,0.9399,0.7901,87,3,0,14.19,94.51,1.9309,0.0051,0.0151,0.3759,0.3609,18.7963,0.8375,1.0,2.2275
FOM_05322,FOM,17953,0.0109,0.9491,0.2079,0.61,0.8067,195,6,0,1675.62,540.37,1.7687,0.0006,0.0015,0.9254,0.9239,26.4399,0.1268,1.0,0.3372
FOM_05323,FOM,14101,0.0211,0.895,0.9099,0.8172,1.3755,98,3,0,226.86,671.91,1.7945,0.0022,0.0062,0.4386,0.4324,21.9286,0.7436,1.0,1.9777
FOM_05324,FOM,17764,0.0267,0.9216,0.274,0.6119,0.9558,144,4,0,0.79,-672.87,1.996,0.0021,0.0063,0.6636,0.6573,26.5421,0.1676,1.0,0.4458
FOM_05325,FOM,15962,0.0275,0.8801,0.2872,0.992,0.989,86,3,0,0.55,221.65,1.8398,0.0033,0.0094,0.3784,0.3691,18.9212,0.2849,1.0,0.7577
FOM_05326,FOM,15400,0.0222,0.8213,0.5275,0.6324,0.7952,56,1,0,1192.35,582.75,1.8834,0.004,0.0115,0.23,0.2185,22.9967,0.3336,1.0,0.8873
FOM_05327,FOM,15348,0.021,0.8563,0.5399,0.7393,1.262,68,2,0,35.45,-275.26,1.9324,0.003,0.0089,0.2911,0.2823,19.4089,0.3992,1.0,1.0617
FOM_05328,FOM,12905,0.0205,0.9104,0.7377,0.595,1.2223,117,4,0,368.64,-125.62,2.0029,0.0018,0.0055,0.5326,0.5271,21.3044,0.4389,1.0,1.1673
FOM_05329,FOM,14401,0.0196,0.8008,0.7898,0.9208,1.2252,46,1,0,1.21,-124.22,1.9205,0.0039,0.0114,0.1842,0.1728,18.4195,0.7272,1.0,1.9341
FOM_05330,FOM,12742,0.0234,0.8645,0.5413,0.9059,0.8714,74,2,0,116.28,5.37,1.8646,0.0032,0.0091,0.3199,0.3108,21.3237,0.4903,1.0,1.304
FOM_05331,FOM,15116,0.0237,0.8271,0.7881,0.6752,1.2426,57,1,0,264.54,194.82,1.8722,0.0041,0.0118,0.2357,0.224,23.5734,0.5321,1.0,1.4152
FOM_05332,FOM,17655,0.0345,0.8679,0.7258,0.6964,0.9447,85,3,0,103.73,268.28,1.8881,0.0046,0.0132,0.3688,0.3557,18.4424,0.5054,1.0,1.3442
FOM_05333,FOM,13621,0.0208,0.8414,0.9222,0.6702,0.6883,63,1,0,0.59,4.73,1.9168,0.0033,0.0096,0.265,0.2554,26.504,0.618,1.0,1.6437
FOM_05334,FOM,12183,0.0322,0.8741,0.8278,0.7881,0.6123,88,3,0,83.41,-5.27,1.8588,0.0041,0.0116,0.3846,0.373,19.2295,0.6524,1.0,1.7352
FOM_05335,FOM,13159,0.0326,0.8702,0.6674,0.6358,1.2932,83,2,0,37.68,-62.96,1.8872,0.0042,0.0122,0.3611,0.3489,24.076,0.4243,1.0,1.1285
FOM_05336,FOM,17204,0.0256,0.8148,0.3805,0.8658,1.18,53,1,0,13.94,223.42,1.9545,0.0047,0.014,0.2159,0.2019,21.5923,0.3294,1.0,0.8761
FOM_05337,FOM,13726,0.033,0.9002,0.3152,0.7056,1.1829,117,4,0,1703.44,393.32,1.6958,0.0033,0.0089,0.5266,0.5178,21.0652,0.2224,1.0,0.5915
FOM_05338,FOM,14713,0.0243,0.8263,0.1748,0.9441,0.8547,58,1,0,307.16,239.3,1.8827,0.0042,0.0121,0.2396,0.2275,23.9636,0.165,1.0,0.4388
FOM_05339,FOM,13545,0.0369,0.913,0.6264,0.7891,0.5083,165,5,0,676.8,733.46,1.9104,0.0032,0.0093,0.7532,0.7439,25.1068,0.4943,1.0,1.3147
FOM_05340,FOM,12593,0.0278,0.8113,0.7382,0.708,0.7763,52,1,0,127.87,-41.94,1.8474,0.0053,0.015,0.211,0.196,21.095,0.5227,1.0,1.3902
FOM_05341,FOM,14658,0.0251,0.8055,0.4241,0.5748,0.8572,49,1,0,266.05,-514.85,1.8433,0.0049,0.0139,0.1973,0.1835,19.7348,0.2438,1.0,0.6484
FOM_05342,FOM,15046,0.0312,0.9387,0.4963,0.5496,0.9537,200,6,1.98,1320.81,-690.52,1.9082,0.0019,0.0056,0.9387,0.9332,26.8209,0.2727,0.9999,0.7253
FOM_05343,FOM,16752,0.0206,0.8773,0.0375,0.5479,0.6458,84,2,0,16.07,66.58,1.8928,0.0025,0.0073,0.3685,0.3611,24.5634,0.0206,1.0,0.0548
FOM_05344,FOM,15589,0.0235,0.9042,0.4627,0.8867,0.6551,113,3,0,0.76,-13.43,1.9195,0.0023,0.0066,0.5109,0.5043,25.544,0.4103,1.0,1.0913
FOM_05345,FOM,17302,0.0302,0.9494,0.4955,0.8317,0.5779,200,6,72.08,4355.33,823.82,1.2732,0.0015,0.0035,0.9494,0.946,27.1265,0.4121,0.9958,1.096
